ISO,country_name,Continent,Groups,E,S_BCE,S_ALL,NetCO2_BCE,NetCO2_ALL,Delta_NetCO2,cBCW,Total BCW,Coverage_BCE,Coverage_ALL,Delta_Coverage,Debt (2015 US$),Debt_to_GDP,Relief_BCE,Relief_ALL,Delta_Relief,Quadrant_BCE,Quadrant_ALL,switch_sink_status,switch_quadrant
GRD,Grenada,Caribbean,SIDS,339363.0,9513.28125,518424.6145833333,-329849.71875,179061.6145833333,508911.3333333333,5324787.5,290097792.0,0.028040201841283488,1.5276479373854215,1.499607735544138,548992148.845,0.4763099565507647,0.009696630744603571,0.5284162135465097,0.5187195828019061,Sink + high debt stress,Source + high debt stress,True,True
VCT,Saint Vincent and the Grenadines,Caribbean,SIDS,237178.0,221.1592191060384,663352.4925524393,-236956.84078089395,426174.49255243933,663131.3333333333,123138.53125,371193504.0,0.0009278182520949232,2.796850868482889,2.7959230502307943,474524031.5805,0.4989798428948826,0.0002607975403726258,0.782245023097042,0.7819842255566694,Sink + high debt stress,Source + high debt stress,True,True
ATG,Antigua and Barbuda,Caribbean,SIDS,644826.0,206144.56901041666,1000931.2356770833,-438681.4309895834,356105.23567708326,794786.6666666666,115459880.0,560201024.0,0.3199866845275632,1.5525468096684827,1.2325601251409195,,,,,,Sink + low debt stress,Source + low debt stress,True,True
TLS,East Timor,Asia,SIDS,632121.0,274351.9166666666,1967655.25,-357769.0833333334,1335534.25,1693303.3333333335,153669232.0,1101195904.0,0.43444024247331736,3.1132049618389703,2.678764719365653,232074948.6145,0.12537091050419977,0.6615099645841609,4.744357431709839,4.082847467125679,Sink + low debt stress,Source + low debt stress,True,True
BRB,Barbados,Caribbean,SIDS,1191738.0,71967.91536458333,2290106.9153645835,-1119770.0846354167,1098368.9153645835,2218139.0,40315404.0,1281525888.0,0.060455187680525095,1.9217192534270917,1.8612640657465667,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SUR,Suriname,Americas,SIDS,2647446.0,547675.046875,3113439.7135416665,-2099770.953125,465993.7135416665,2565764.6666666665,304938272.0,1740670720.0,0.20583923990102038,1.1749864507750667,0.9691472108740463,3055909888.8585,0.6782427779254814,0.10028571267686122,0.5701072603737452,0.46982154769688395,Sink + high debt stress,Source + high debt stress,True,True
MLT,Malta,Europe,Developed economies,1822230.0,56478.859049479164,5764477.8590494795,-1765751.1409505208,3942247.8590494795,5707999.0,31638854.0,3225680384.0,0.031028508292634923,3.163453725104386,3.1324252168117512,,,,,,Sink + low debt stress,Source + low debt stress,True,True
MOZ,Mozambique,Africa,LDCs,8023384.0,2576782.3125,9910115.645833332,-5446601.6875,1886731.645833332,7333333.333333332,1436601216.0,5540135936.0,0.31997938306775653,1.2339745081440805,0.913995125076324,50470026201.365,2.4694944572796187,0.02856938261966199,0.10987574864879517,0.08130636602913317,Sink + high debt stress,Source + high debt stress,True,True
TUV,Tuvalu,Oceania,SIDS,11500.0,60.53815714518229,8607340.538157145,-11439.461842854818,8595840.538157145,8607280.0,33706.84765625,4816434176.0,0.00523797767335139,748.464375439057,748.4591374613836,,,,,,Sink + low debt stress,Source + low debt stress,True,True
NIC,Nicaragua,Americas,Developing economies,5588379.0,4942759.708333333,14349494.041666664,-645619.291666667,8761115.041666664,9406734.333333332,2767162624.0,8030916096.0,0.8848958862906781,2.568162982131979,1.683267095841301,11448376616.284,0.7434326968176365,0.24159183069843082,0.7013734714389809,0.45978164074055006,Sink + high debt stress,Source + high debt stress,True,True
