ISO,country_name,Continent,Groups,E,S_BCE,S_ALL,NetCO2_BCE,NetCO2_ALL,Delta_NetCO2,cBCW,Total BCW,Coverage_BCE,Coverage_ALL,Delta_Coverage,Debt (2015 US$),Debt_to_GDP,Relief_BCE,Relief_ALL,Delta_Relief,Quadrant_BCE,Quadrant_ALL,switch_sink_status,switch_quadrant
HND,Honduras,Americas,Developing economies,11042214.0,2605452.208333333,4775700.875,-8436761.791666668,-6266513.125,2170248.666666668,1458157312.0,2672569600.0,0.2359888943355629,0.43252997447427505,0.19654108013871216,9679534332.2475,0.3597777313835391,0.15062092197756052,0.2760827723421112,0.12546185036455068,Sink + low debt stress,Sink + low debt stress,False,False
UMI-1,Howland and Baker islands,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
HUN,Hungary,Europe,Developed economies,40190156.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
ISL,Iceland,Europe,Developed economies,3762450.0,16192.012532552082,32295061.345865883,-3746257.9874674478,28532611.345865883,32278869.333333332,9060611.0,18071441408.0,0.004303582106228589,8.583519574698348,8.57921599259212,,,,,,Sink + low debt stress,Source + low debt stress,True,True
IND,India,Asia,Developing economies,3062324500.0,4413106.958333333,126476902.29166667,-3057911393.0416665,-2935847597.7083335,122063795.33333302,2464210432.0,70767804416.0,0.001438036561557645,0.04129788950238831,0.039859852940830665,488324234282.927,0.15264640098850393,0.005056998566317317,0.14493043554121435,0.13987343697489704,Sink + low debt stress,Sink + low debt stress,False,False
IDN,Indonesia,Asia,Developing economies,733223940.0,14115149.583333332,127360758.24999999,-719108790.4166666,-605863181.75,113245608.66666663,7907156480.0,71276331008.0,0.019272011323106675,0.17372088964346327,0.1544488783203566,306571090750.123,0.26004308999575754,0.02576386060361773,0.232466882660493,0.20670302205687527,Sink + low debt stress,Sink + low debt stress,False,False
IRN,Iran,Asia,Developing economies,817879900.0,2238940.458333333,3337316.1249999995,-815640959.5416666,-814542583.875,1098375.666666627,1253993216.0,1868614400.0,0.0027399901204703666,0.004082944731790847,0.0013429546113204807,7475158764.000501,0.014604292632090279,0.16760183843097065,0.2498236681075904,0.08222182967661976,Sink + low debt stress,Sink + low debt stress,False,False
IRQ,Iraq,Asia,Developing economies,176457950.0,72726.96549479166,,-176385223.03450522,,,40740868.0,40740868.0,0.00041260301122322617,0.00041260301122322617,0.0,15350201246.447,0.08155636920599492,0.0026511728797294046,,,Sink + low debt stress,Source + low debt stress,True,True
IRL,Ireland,Europe,Developed economies,34432788.0,63911.8046875,10036203.8046875,-34368876.1953125,-24396584.1953125,9972292.0,35765100.0,5615989248.0,0.0018562249255645665,0.29147239134911423,0.28961616642354965,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
CHL-2,Islas San Félix and San Ambrosio,Americas,Developing economies,77287704.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
IMN,Isle of Man,Europe,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
ISR,Israel,Asia,Developed economies,59489496.0,13953.566243489582,87653.56624348958,-59475542.43375651,-59401842.43375651,73700.0,7816637.5,49057160.0,0.00023481348131012368,0.0014736876979120175,0.0012388742166018938,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
ITA,Italy,Europe,Developed economies,313460640.0,3258547.1875,35217092.854166664,-310202092.8125,-278243547.1458333,31958545.666666687,1825236480.0,19708372992.0,0.010405895718124265,0.11235983741057416,0.1019539416924499,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
CIV,Ivory Coast,Africa,Developing economies,13195601.0,36340.555338541664,11036340.555338541,-13159260.444661459,-2159260.444661459,11000000.0,20233946.0,6175536128.0,0.0027402788362424655,0.8363514933769786,0.8336112145407361,27593650912.7935,0.38327906851961135,0.000736951740443487,0.22380644171823935,0.22306948997779585,Sink + low debt stress,Sink + low debt stress,False,False
JAM,Jamaica,Caribbean,SIDS,7648698.0,701394.0885416666,3776081.0885416665,-6947303.911458333,-3872616.9114583335,3074686.9999999995,392687712.0,2113199360.0,0.09174938101678562,0.49373771401603606,0.4019883329992504,11588811231.297,0.7658413862599546,0.03386724483511104,0.1823303971790976,0.14846315234398655,Sink + high debt stress,Sink + high debt stress,False,False
SJM-1,Jan Mayen,Europe,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
JPN,Japan,Asia,Developed economies,988784700.0,386983.4375,84248273.77083333,-988397716.5625,-904536426.2291666,83861290.33333337,216760208.0,47143264256.0,0.00039176097012933874,0.0852042499423803,0.08481248897225095,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
UMI-2,Jarvis Island,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
JEY,Jersey,Europe,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
UMI-3,Johnston Atoll,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
,Joint Regimes,,,,1738.0985819498696,,,,,973664.375,973664.375,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
JOR,Jordan,Asia,Developing economies,21188884.0,1099.3535664876301,,-21187784.646433514,,,615846.0625,615846.0625,5.194065604437643e-05,5.194065604437643e-05,0.0,33695529316.798496,0.7477207758134846,1.8256678241522372e-05,,,Sink + high debt stress,Source + high debt stress,True,True
ATF-5,Juan de Nova Island,Africa,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
KAZ,Kazakhstan,Asia,Developing economies,255161470.0,,,,,,,,,,,123181664814.0375,0.5290201568552427,,,,Source + high debt stress,Source + high debt stress,False,False
KEN,Kenya,Africa,Developing economies,21531040.0,461329.9453125,4127996.6119791665,-21069710.0546875,-17403043.388020832,3666666.666666668,257179200.0,2308946432.0,0.021345885639676935,0.1916426619478251,0.17029677630814816,32397069670.921,0.3241674908264746,0.007968243019964686,0.07130011941357846,0.06333187639361378,Sink + low debt stress,Sink + low debt stress,False,False
ATF-6,Kerguélen,Africa,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
KIR,Kiribati,Oceania,SIDS,206997.0,399039.609375,95120747.27604166,192042.609375,94913750.27604166,94721707.66666666,223534336.0,53227233280.0,1.9298499199822086,459.5292773557721,457.5994274357899,,,,,,Source + low debt stress,Source + low debt stress,False,False
RU-SA,Kuril Islands,Asia,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
KWT,Kuwait,Asia,Developing economies,99233390.0,1258223.3125,,-97975166.6875,,,704843328.0,704843328.0,0.012693404218417036,0.012693404218417036,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
KGZ,Kyrgyzstan,Asia,Developing economies,10152343.0,,,,,,,,,,,7636864478.799,0.8508735778738495,,,,Source + high debt stress,Source + high debt stress,False,False
LAO,Laos,Asia,LDCs,24796292.0,,,,,,,,,,,15166926309.996,0.7470029872793914,,,,Source + high debt stress,Source + high debt stress,False,False
LVA,Latvia,Europe,Developed economies,6512889.0,439.1521784464518,,-6512449.847821553,,,245737.671875,245737.671875,6.742817542781503e-05,6.742817542781503e-05,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
LBN,Lebanon,Asia,Developing economies,19475458.0,,,,,,,83917288.0,,0.0077002904275127486,,50053828102.414,1.4745829970710407,,,,Source + high debt stress,Source + high debt stress,False,False
LSO,Lesotho,Africa,LDCs,3888782.0,,,,,,,,,,,1340588590.6115,0.605109118387569,,,,Source + high debt stress,Source + high debt stress,False,False
LBR,Liberia,Africa,LDCs,771001.0,123726.30989583333,11123726.309895834,-647274.6901041666,10352725.309895834,11000000.0,68889184.0,6224190976.0,0.1596759263193914,14.426843257159161,14.26716733083977,1568933023.071,0.4370661582505238,0.04412800676912375,3.967368543636603,3.923240536867479,Sink + high debt stress,Source + high debt stress,True,True
LBY,Libya,Africa,Developing economies,60975930.0,9237.936604817707,25675904.60327148,-60966692.06339518,-35300025.396728516,25666666.666666664,5174993.5,14367544320.0,0.00015166826575992862,0.42108275696255715,0.42093108869679724,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
LIE,Liechtenstein,Europe,Developed economies,157238.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
LTU,Lithuania,Europe,Developed economies,12461681.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MKD,Macedonia,Europe,Developed economies,7448824.0,,,,,,,,,,,9523789279.482,0.8276867554328194,,,,Source + high debt stress,Source + high debt stress,False,False
AU-TAS,Macquarie Island,Oceania,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MDG,Madagascar,Africa,LDCs,4476379.0,6533474.291666666,17533474.291666664,2057095.291666666,13057095.291666664,10999999.999999998,3653585152.0,9808887808.0,1.458598387427974,3.915942107269302,2.457343719841328,4871508029.0515,0.3485840369324484,0.7504770550934877,2.014008101133998,1.2635310460405105,Source + low debt stress,Source + low debt stress,False,False
PT-30,Madeira,Europe,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MWI,Malawi,Africa,LDCs,1752411.0,,,,,,,,,,,2721357106.8205,0.23699607644620432,,,,Source + low debt stress,Source + low debt stress,False,False
MYS,Malaysia,Asia,Developing economies,288823680.0,3990441.583333333,8056518.25,-284833238.4166667,-280767161.75,4066076.6666666865,2223321600.0,4498587648.0,0.013756654662551826,0.027834712145448165,0.014078057482896339,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
MDV,Maldives,Asia,SIDS,2062305.0,1926549.3958333333,44581971.729166664,-135755.60416666674,42519666.729166664,42655422.33333333,1079230208.0,24948049920.0,0.9352000971573624,21.618574550751205,20.683374453593842,3020167766.9645,0.5025292785073084,0.3569486430288225,8.260091512157652,7.90314286912883,Sink + high debt stress,Source + high debt stress,True,True
MLI,Mali,Africa,LDCs,6761669.0,,,,,,,,,,,4875151588.761,0.2744268896191358,,,,Source + low debt stress,Source + low debt stress,False,False
MLT,Malta,Europe,Developed economies,1822230.0,56478.859049479164,5764477.8590494795,-1765751.1409505208,3942247.8590494795,5707999.0,31638854.0,3225680384.0,0.031028508292634923,3.163453725104386,3.1324252168117512,,,,,,Sink + low debt stress,Source + low debt stress,True,True
MHL,Marshall Islands,Oceania,SIDS,153331.0,422009.1276041666,32853939.794270832,268678.1276041666,32700608.794270832,32431930.666666664,236404240.0,18384435200.0,2.755298390658118,214.27113456052422,211.5158361698661,,,,,,Source + low debt stress,Source + low debt stress,False,False
MTQ,Martinique,Caribbean,SIDS,,453399.03125,,,,,253944352.0,253944352.0,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
VU,Matthew and Hunter Islands,Oceania,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MRT,Mauritania,Africa,LDCs,4412598.0,635762.53125,15302429.197916666,-3776835.46875,10889831.197916666,14666666.666666666,356130656.0,8563200000.0,0.14423090912195094,3.468047752095485,3.323816842973534,3475685433.226,0.4389948530835978,0.10235548494948317,2.463636160467566,2.361280675518083,Sink + high debt stress,Source + high debt stress,True,True
MYT,Mayotte,Africa,Developing economies,,1195265.84375,,,,,669559488.0,669559488.0,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
ES-ML,Melilla,Africa,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MEX,Mexico,Americas,Developing economies,482623460.0,16238999.333333332,129133231.33333333,-466384460.6666667,-353490228.6666667,112894232.0,9072950272.0,72245501952.0,0.03359568084157058,0.267513515786462,0.2339178349448914,449917841014.59,0.33916267209962364,0.02019680646458326,0.16060588635114126,0.14040907988655799,Sink + low debt stress,Sink + low debt stress,False,False
FSM,Micronesia,Oceania,SIDS,149498.0,1329924.5208333333,52661574.854166664,1180426.5208333333,52512076.854166664,51331650.33333333,744808192.0,29468608512.0,8.903328697395903,352.26345608885947,343.36012739146355,,,,,,Source + low debt stress,Source + low debt stress,False,False
MDA,Moldova,Europe,Developed economies,5962224.0,,,,,,,,,,,8032201706.082,0.8764156223076717,,,,Source + high debt stress,Source + high debt stress,False,False
MCO,Monaco,Europe,Developed economies,,339.5320409138997,,,,,190202.234375,190202.234375,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
MNG,Mongolia,Asia,Developing economies,46869964.0,,,,,,,,,,,25912572024.2215,1.6765154691748523,,,,Source + high debt stress,Source + high debt stress,False,False
MNE,Montenegro,Europe,Developed economies,2328379.0,646.9612223307291,147313.62788899738,-2327732.0387776694,-2181065.3721110024,146666.66666666698,362021.9375,82432712.0,0.0002778590584827437,0.06326875079082513,0.06299089173234239,6505456412.2715,1.2605960866559724,5.564897047684803e-05,0.01267131853698863,0.012615669566511781,Sink + high debt stress,Sink + high debt stress,False,False
MSR,Montserrat,Caribbean,SIDS,22235.0,10427.632080078125,,-11807.367919921875,,,5841447.5,5841447.5,0.46949037057468607,0.46949037057468607,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
MAR,Morocco,Africa,Developing economies,68667610.0,,,,,,,4103534592.0,,0.10679465375115689,,52296798825.4375,0.40373603380068074,,,,Source + high debt stress,Source + high debt stress,False,False
MOZ,Mozambique,Africa,LDCs,8023384.0,2576782.3125,9910115.645833332,-5446601.6875,1886731.645833332,7333333.333333332,1436601216.0,5540135936.0,0.31997938306775653,1.2339745081440805,0.913995125076324,50470026201.365,2.4694944572796187,0.02856938261966199,0.10987574864879517,0.08130636602913317,Sink + high debt stress,Source + high debt stress,True,True
MMR,Myanmar,Asia,LDCs,30233224.0,5966908.291666666,22644796.625,-24266315.708333336,-7588427.375,16677888.333333336,3330302464.0,12662796288.0,0.19685323763913345,0.7484943105929255,0.551641072953792,9182387250.4675,0.14395924880014702,0.36362221962336866,1.3799694597622714,1.0163472401389027,Sink + low debt stress,Sink + low debt stress,False,False
NAM,Namibia,Africa,Developing economies,4174205.8,,,,,,,28724742144.0,,12.297749056140535,,,,,,,Source + low debt stress,Source + low debt stress,False,False
NRU,Nauru,Oceania,SIDS,57499.0,,,,,,,4130579200.0,,128.3790055421814,,,,,,,Source + low debt stress,Source + low debt stress,False,False
UM-76,Navassa Island,Caribbean,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
NPL,Nepal,Asia,LDCs,16677210.0,,,,,,,,,,,7526214694.42,0.22309246435265975,,,,Source + low debt stress,Source + low debt stress,False,False
NLD,Netherlands,Europe,Developed economies,118668370.0,94097.73828125,2161041.73828125,-118574272.26171875,-116507328.26171875,2066944.0,52655100.0,1209260928.0,0.0007929554894160292,0.01821077333428142,0.01741781784486539,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
NCL,New Caledonia,Oceania,SIDS,5067623.0,1406004.53125,,-3661618.46875,,,786854784.0,786854784.0,0.27748124611569286,0.27748124611569286,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
NZL,New Zealand,Oceania,Developed economies,30119236.0,291934.7578125,131382920.42447916,-29827301.2421875,101263684.42447916,131090985.66666666,162834096.0,73517801472.0,0.009661504069383684,4.362062710096477,4.352401206027093,,,,,,Sink + low debt stress,Source + low debt stress,True,True
NIC,Nicaragua,Americas,Developing economies,5588379.0,4942759.708333333,14349494.041666664,-645619.291666667,8761115.041666664,9406734.333333332,2767162624.0,8030916096.0,0.8848958862906781,2.568162982131979,1.683267095841301,11448376616.284,0.7434326968176365,0.24159183069843082,0.7013734714389809,0.45978164074055006,Sink + high debt stress,Source + high debt stress,True,True
NER,Niger,Africa,LDCs,2597634.0,,,,,,,,,,,4237811060.863,0.2881797401645237,,,,Source + low debt stress,Source + low debt stress,False,False
NGA,Nigeria,Africa,Developing economies,128539720.0,12783369.5,20116702.833333332,-115756350.5,-108423017.16666667,7333333.333333328,7141710336.0,11245244416.0,0.0992906210184279,0.1563417233460655,0.057051102327637604,77373684475.309,0.1405139558947681,0.0924503839295486,0.1454856562143733,0.053035272284824686,Sink + low debt stress,Sink + low debt stress,False,False
NIU,Niue,Oceania,SIDS,7667.0,,,,,,,1056567808.0,,246.27212405516065,,,,,,,Source + low debt stress,Source + low debt stress,False,False
NFK,Norfolk Island,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PRK,North Korea,Asia,Developing economies,60764244.0,3025.721964518229,,-60761218.278035484,,,1693112.125,1693112.125,4.979445300569259e-05,4.979445300569259e-05,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
MNP,Northern Mariana Islands,Oceania,SIDS,,0.9962408542633057,,,,,557.4694213867188,557.4694213867188,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
NOR,Norway,Europe,Developed economies,38901000.0,49949.11653645833,39544976.11653646,-38851050.88346354,643976.1165364608,39495027.0,27980958.0,22128326656.0,0.001285420314553523,1.0165556379698875,1.0152702176553339,,,,,,Sink + low debt stress,Source + low debt stress,True,True
TL-OE,Oecusse,Asia,,,1311.2435506184895,,,,,730083.1875,730083.1875,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
OMN,Oman,Asia,Developing economies,78511300.0,927.031255086263,54201927.36458842,-78510372.96874492,-24309372.635411583,54201000.333333336,516158.8125,30329925632.0,1.1748827384673901e-05,0.6903709715125023,0.6903592226851176,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
,Overlapping Claims,,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PAK,Pakistan,Asia,Developing economies,200666690.0,528132.5729166666,12937346.239583332,-200138557.42708334,-187729343.76041666,12409213.666666687,294057280.0,7237917696.0,0.0026187858991946543,0.06445872315018442,0.06183993725098976,98789765095.487,0.24687251603318122,0.0029914906917556925,0.07328074963829352,0.07028925894653783,Sink + low debt stress,Sink + low debt stress,False,False
PLW,Palau,Oceania,SIDS,222330.0,622163.265625,9895980.932291666,399833.265625,9673650.932291666,9273817.666666666,348397600.0,5537774592.0,2.8004023392085857,44.51235290210573,41.711950562897144,,,,,,Source + low debt stress,Source + low debt stress,False,False
PSE,Palestine,Asia,Developing economies,3496897.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
UMI-4,Palmyra Atoll,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PAN,Panama,Americas,Developing economies,14018338.0,2475001.6041666665,16537548.270833332,-11543336.395833334,2519210.270833332,14062546.666666666,1382937088.0,9251956736.0,0.17629875352998892,1.1794523803169452,1.0031536267869563,,,,,,Sink + low debt stress,Source + low debt stress,True,True
PNG,Papua New Guinea,Oceania,SIDS,8322015.0,10453354.083333332,55173263.75,2131339.083333332,46851248.75,44719909.66666667,5845473280.0,30869520384.0,1.2552624298194015,6.628949840068277,5.373687410248875,11567070522.191,0.4510225339640634,0.5056953181698245,2.6690821858802813,2.163386867710457,Source + high debt stress,Source + high debt stress,False,False
PRY,Paraguay,Americas,Developing economies,8139286.0,,,,,,,,,,,19902793661.54,0.4521345880334639,,,,Source + high debt stress,Source + high debt stress,False,False
ES-PER,Perejil Island,Africa,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PER,Peru,Americas,Developing economies,55863636.0,210933.09244791666,166231843.0924479,-55652702.907552086,110368207.0924479,166020910.0,117929912.0,93018734592.0,0.0037725770664786334,2.975668674073478,2.9718960970069994,68001012912.709,0.30662131026208883,0.0017357452797243742,1.3679036022232702,1.3661678569435458,Sink + low debt stress,Source + low debt stress,True,True
ES-PVG,Peñón de Vélez de la Gomera,Africa,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PHL,Philippines,Asia,Developing economies,154578660.0,13904471.166666666,34471167.5,-140674188.83333334,-120107492.5,20566696.333333343,7782616576.0,19291183104.0,0.08997449994189348,0.22302454915002412,0.13305004920813063,91658576316.029,0.2129898373140647,0.08488638196646539,0.21044544996791076,0.12555906800144537,Sink + low debt stress,Sink + low debt stress,False,False
PCN,Pitcairn,Oceania,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
POL,Poland,Europe,Developed economies,289281540.0,2133.2592366536455,,-289279406.74076337,,,1195029.125,1195029.125,7.382460199642621e-06,7.382460199642621e-06,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
PRT,Portugal,Europe,Developed economies,37228136.0,122574.69010416666,45602063.690104164,-37105561.309895836,8373927.690104164,45479489.0,68589496.0,25517678592.0,0.0032925294255375806,1.224935486267028,1.2216429568414906,,,,,,Sink + low debt stress,Source + low debt stress,True,True
ZA-PE,Prince Edward Islands,Oceania,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
PRI,Puerto Rico,Caribbean,SIDS,,573502.0729166666,,,,,321058016.0,321058016.0,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
QAT,Qatar,Asia,Developing economies,115711816.0,923332.4375,,-114788483.5625,,,517230240.0,517230240.0,0.007988211292441844,0.007988211292441844,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
MUS,Republic of Mauritius,Africa,SIDS,4138937.0,108438.38671875,25775105.053385414,-4030498.61328125,21636168.053385414,25666666.666666664,60736856.0,14423107584.0,0.026224477040667764,6.227494779968345,6.201270302927678,14535515568.1795,1.0183768292590765,0.004174546106593271,0.9922626820953775,0.9880881359887842,Sink + high debt stress,Source + high debt stress,True,True
COG,Republic of the Congo,Africa,Developing economies,7674340.0,13954.127522786457,3680620.794189453,-7660385.872477214,-3993719.205810547,3666666.666666667,7769475.5,2059536896.0,0.0018092309587799539,0.479591950961525,0.4777827200027451,5873262728.056,0.5664127981148952,0.0013294742004932958,0.3506697484083832,0.34934027420788993,Sink + high debt stress,Sink + high debt stress,False,False
ROU,Romania,Europe,Developed economies,68239480.0,33708.300455729164,,-68205771.69954427,,,18862254.0,18862254.0,0.0004939707406570738,0.0004939707406570738,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
RUS,Russia,Europe,Developed economies,1815924700.0,4884520.208333333,175234982.54166666,-1811040179.7916667,-1640689717.4583333,170350462.3333335,2733581312.0,98057084928.0,0.002690156253073053,0.09649937209446895,0.0938092158413959,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
RWA,Rwanda,Africa,LDCs,1540220.0,,,,,,,,,,,8594907501.428,0.6133394299777679,,,,Source + high debt stress,Source + high debt stress,False,False
REU,Réunion,,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
BES-2,Saba,Caribbean,Developing economies,114883.0,491.9392598470052,,-114391.060740153,,,275579.125,275579.125,0.004286806632373842,0.004286806632373842,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SHN-2,Saint Helena,Africa,Developing economies,11118.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
KNA,Saint Kitts and Nevis,Caribbean,SIDS,233472.0,48433.0537109375,133866.3870442708,-185038.9462890625,-99605.61295572919,85433.33333333331,27130876.0,74937064.0,0.20766932817356396,0.5735948126473824,0.36592548447381845,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
LCA,Saint Lucia,Caribbean,SIDS,511414.0,6406.5685628255205,230439.90189615882,-505007.4314371745,-280974.0981038412,224033.3333333333,3585143.25,128948120.0,0.012527870217807246,0.45059435552267957,0.4380664853048723,820129468.131,0.40212435097632754,0.004371190324389957,0.15722873479677668,0.15285754447238672,Sink + high debt stress,Sink + high debt stress,False,False
VCT,Saint Vincent and the Grenadines,Caribbean,SIDS,237178.0,221.1592191060384,663352.4925524393,-236956.84078089395,426174.49255243933,663131.3333333333,123138.53125,371193504.0,0.0009278182520949232,2.796850868482889,2.7959230502307943,474524031.5805,0.4989798428948826,0.0002607975403726258,0.782245023097042,0.7819842255566694,Sink + high debt stress,Source + high debt stress,True,True
BLM,Saint-Barthélemy,Caribbean,Developing economies,,13550.582926432291,,,,,7590892.5,7590892.5,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SPM,Saint-Pierre and Miquelon,Americas,Developed economies,55588.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
WSM,Samoa,Oceania,SIDS,256830.0,789962.5364583333,1787504.8697916665,533132.5364583333,1530674.8697916665,997542.3333333333,442523200.0,1000720896.0,3.0791697925360357,6.963227134131715,3.8840573415956796,326533634.702,0.3785506811043376,1.3537398952580921,3.0632043211238207,1.7094644258657286,Source + low debt stress,Source + low debt stress,False,False
SMR,San Marino,Europe,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
STP,Sao Tome and Principe,Africa,SIDS,166171.0,328.6854248046875,11000328.685424805,-165842.3145751953,10834157.685424805,11000000.0,183007.75,6155484672.0,0.001968147275194047,66.19883794372383,66.19686979644864,342976152.22150004,1.086310050898044,0.0005362572507104114,17.947269859203843,17.94673360195313,Sink + high debt stress,Source + high debt stress,True,True
BLZ-2,Sapodilla Cayes,Americas,SIDS,,167507.54166666666,,,,,93835936.0,93835936.0,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SAU,Saudi Arabia,Asia,Developing economies,736205300.0,16877993.0,,-719327307.0,,,9454710784.0,9454710784.0,0.022950526550842176,0.022950526550842176,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SEN,Senegal,Africa,LDCs,11900644.0,1188765.9895833333,12188765.989583334,-10711878.010416666,288121.98958333395,11000000.0,665933952.0,6821236224.0,0.10000092999497241,1.0243207514300066,0.9243198214350341,30162333817.608498,1.1500780562236008,0.022054036258491765,0.2261264954045005,0.20407245914600874,Sink + high debt stress,Source + high debt stress,True,True
JP,Senkaku Islands,Asia,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SRB,Serbia,Europe,Developed economies,42357788.0,,,,,,,,,,,36995099662.416,0.7225588620068558,,,,Source + high debt stress,Source + high debt stress,False,False
CO-SR,Serrana Bank,Caribbean,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
CO-SL,Serranilla Bank,Caribbean,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SYC,Seychelles,Africa,SIDS,551015.0,2601.6302490234375,62335934.96358235,-548413.3697509766,61784919.96358235,62333333.33333333,1448553.5,34881495040.0,0.004698015695016411,113.12927769913715,113.12457968344214,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SLE,Sierra Leone,Africa,LDCs,1231506.0,4562828.416666666,11896161.75,3331322.416666666,10664655.75,7333333.333333334,2552561664.0,6656096256.0,3.7041030071785377,9.658871911162342,5.954768903983804,1798351452.9209998,0.3222832989524481,1.4197642043520582,3.7015953876632497,2.2818311833111915,Source + low debt stress,Source + low debt stress,False,False
SGP,Singapore,Asia,SIDS,49252784.0,100613.96354166666,100614.25650833332,-49152170.036458336,-49152169.743491665,0.29296667128801346,56346752.0,56346916.0,0.0020444733236496164,0.0020444792741900323,5.950540415879807e-09,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
BES-3,Sint-Eustatius,Caribbean,Developing economies,114883.0,1033.8500569661458,,-113849.14994303386,,,579151.6875,579151.6875,0.009009068793311186,0.009009068793311186,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SXM,Sint-Maarten,Caribbean,SIDS,693003.0,19366.291341145832,,-673636.7086588541,,,10848664.0,10848664.0,0.027975927193783477,0.027975927193783477,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SVK,Slovakia,Europe,Developed economies,30739160.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
