run,dmgfuncpar,climate,SSP,RCP,prtp,eta,dr,gscc,n_iso3,scenario_id,discount_id,log_gscc,draw,systematic_centered,log_gscc_adj,gscc_adj,fitted_log,residual
bhm_richpoor_lr,bootstrap,expected,SSP5,rcp85,,,5.0,323.04513108240553,169,ssp5_rcp85,fixed_dr5p0,5.777792038175398,4234,-0.49620341531031864,6.273995453485717,530.5931084963246,6.011688937507782,-0.23389689933238422
bhm_lr,bootstrap,expected,SSP5,rcp45,2.0,1p5,,669.2122198038908,169,ssp5_rcp45,ramsey_prtp2p0_eta1p5,6.506101229262584,4235,0.12612721126210835,6.379974018000476,589.9123803561668,6.6340195640802095,-0.12791833481762538
djo_richpoor,estimates,uncertain,SSP1,rcp60,2.0,1p5,,123.70305626983748,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,4.817883986205898,4236,-0.43909109951259007,5.256975085718489,191.9001310111025,6.0688012533055105,-1.250917267099612
bhm_lr,estimates,expected,SSP1,rcp45,1.0,1p5,,1356.9645882033576,169,ssp1_rcp45,ramsey_prtp1p0_eta1p5,7.213005563844672,4237,0.5378561549597493,6.675149408884923,792.4658464692487,7.0457485077778506,0.16725705606682162
bhm_sr,bootstrap,uncertain,SSP1,rcp60,2.0,1p5,,292.1337425488947,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,5.677211719835749,4238,-0.12534902451327645,5.802560744349026,331.1464565212417,6.382543328304824,-0.7053316084690753
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp60,2.0,0p7,,524.6248104432672,169,ssp4_rcp60,ramsey_prtp2p0_eta0p7,6.262683360335162,4239,0.12054664984521304,6.1421367104899485,465.04617907257153,6.628439002663314,-0.3657556423281525
bhm_richpoor_lr,estimates,expected,SSP2,rcp45,2.0,1p5,,321.0442374321724,169,ssp2_rcp45,ramsey_prtp2p0_eta1p5,5.771578924950088,4240,-0.16232429332515153,5.93390321827524,377.6255961073639,6.345568059492949,-0.5739891345428614
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp45,2.0,1p5,,308.0344911769097,169,ssp2_rcp45,ramsey_prtp2p0_eta1p5,5.730211761044412,4241,-0.16543880784307186,5.895650568887484,363.4532103523416,6.3424535449750294,-0.6122417839306173
bhm_sr,estimates,expected,SSP1,rcp85,2.0,0p7,,590.4275784511012,169,ssp1_rcp85,ramsey_prtp2p0_eta0p7,6.380846983663983,4242,0.1500604978818066,6.230786485782176,508.1549830441498,6.657952850699908,-0.27710586703592455
bhm_lr,bootstrap,expected,SSP4,rcp45,,,5.0,313.60164687948657,169,ssp4_rcp45,fixed_dr5p0,5.748123539991439,4243,-0.4305636690961514,6.17868720908759,482.3583049186447,6.07732868372195,-0.329205143730511
bhm_richpoor_lr,estimates,expected,SSP3,rcp60,2.0,1p5,,406.6984151063665,169,ssp3_rcp60,ramsey_prtp2p0_eta1p5,6.008071915945582,4244,-0.18128535150132996,6.189357267446912,487.53265238535977,6.326607001316771,-0.318535085371189
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp60,,,5.0,215.02633632219224,169,ssp2_rcp60,fixed_dr5p0,5.370760515147646,4245,-0.6476348296581766,6.018395344805823,410.9186836025313,5.860257523159924,-0.489497008012278
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp45,1.0,1p5,,590.9413702404077,169,ssp2_rcp45,ramsey_prtp1p0_eta1p5,6.381716808154072,4246,0.35712610276590095,6.024590705388171,413.4723753700479,6.865018455584002,-0.4833016474299301
bhm_lr,estimates,uncertain,SSP5,rcp45,,,5.0,555.0230213258245,169,ssp5_rcp45,fixed_dr5p0,6.319009592752519,4247,-0.49038324258659693,6.809392835339116,906.3203541662547,6.017509110231504,0.301500482521015
bhm_sr,estimates,uncertain,SSP3,rcp85,,,3.0,172.2358728476382,169,ssp3_rcp85,fixed_dr3p0,5.1488648911319945,4248,0.09626769140869981,5.052597199723294,156.42821266443528,6.604160044226801,-1.4552951530948066
bhm_richpoor_lr,estimates,expected,SSP5,rcp85,1.0,0p7,,1313.1021038022811,169,ssp5_rcp85,ramsey_prtp1p0_eta0p7,7.180147635028234,4249,0.695047941824456,6.485099693203779,655.3042903668969,7.202940294642557,-0.022792659614323085
bhm_richpoor_lr,estimates,uncertain,SSP3,rcp85,2.0,1p5,,459.4395850075279,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,6.130007453298468,4250,-0.18224757388196255,6.312255027180431,551.2867147037742,6.325644778936138,-0.19563732563767022
bhm_richpoor_lr,estimates,uncertain,SSP1,rcp45,2.0,1p5,,267.9776663010422,169,ssp1_rcp45,ramsey_prtp2p0_eta1p5,5.590903642340724,4251,-0.24061233685714667,5.831515979197871,340.87504705170153,6.267280015960955,-0.6763763736202311
djo_richpoor,estimates,uncertain,SSP4,rcp60,1.0,1p5,,224.56969056179807,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,5.414186084675256,4252,0.0655693971720486,5.348616687503207,210.3171621885434,6.57346174999015,-1.159275665314894
bhm_richpoor_lr,estimates,expected,SSP2,rcp60,2.0,0p7,,565.0101824540536,169,ssp2_rcp60,ramsey_prtp2p0_eta0p7,6.336843753026619,4253,0.09735234284519934,6.23949141018142,512.5977426434631,6.6052446956633,-0.26840094263668135
bhm_richpoor_lr,estimates,expected,SSP2,rcp85,1.0,0p7,,1132.817207734042,169,ssp2_rcp85,ramsey_prtp1p0_eta0p7,7.032462913267269,4254,0.6565745800455101,6.375888333221758,587.5071012749407,7.164466932863611,-0.13200401959634256
bhm_richpoor_lr,estimates,expected,SSP1,rcp60,,,3.0,726.7501802204243,169,ssp1_rcp60,fixed_dr3p0,6.5885827874202745,4255,0.0051187582986265134,6.583464029121648,723.0396265200596,6.513011111116727,0.07557167630354744
bhm_richpoor_lr,estimates,expected,SSP1,rcp60,2.0,0p7,,539.3212450417294,169,ssp1_rcp60,ramsey_prtp2p0_eta0p7,6.290311395303092,4256,0.06918777923335637,6.221123616069735,503.2683949036332,6.577080132051457,-0.2867687367483658
bhm_lr,bootstrap,uncertain,SSP4,rcp60,,,3.0,712.1507239579333,169,ssp4_rcp60,fixed_dr3p0,6.568289579960761,4257,0.16762561201018372,6.400663967950577,602.2447763805367,6.675517964828285,-0.10722838486752373
bhm_richpoor_sr,estimates,expected,SSP3,rcp85,,,5.0,72.70655974029333,169,ssp3_rcp85,fixed_dr5p0,4.2864316107343505,4258,-0.9647678532120549,5.2511994639464055,190.79498296702934,5.543124499606046,-1.2566928888716955
bhm_lr,bootstrap,expected,SSP3,rcp85,1.0,0p7,,1979.4904714147187,169,ssp3_rcp85,ramsey_prtp1p0_eta0p7,7.590594752902227,4259,0.9285645632747135,6.662030189627513,782.1372132188968,7.436456916092815,0.1541378368094124
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,,,5.0,158.48880740043182,169,ssp3_rcp45,fixed_dr5p0,5.065683975053778,4260,-0.5433311161785181,5.609015091232296,272.8753482875543,5.964561236639582,-0.8988772615858043
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,1.0,0p7,,1084.6420644421885,169,ssp1_rcp60,ramsey_prtp1p0_eta0p7,6.989005317024063,4261,0.6570930474550571,6.331912269569005,562.2307031968538,7.164985400273158,-0.17598008324909564
bhm_richpoor_lr,bootstrap,uncertain,SSP3,rcp60,,,3.0,382.7074053619353,169,ssp3_rcp60,fixed_dr3p0,5.947270742549995,4262,0.018534400773072113,5.928736341776923,375.67948328153517,6.526426753591173,-0.579156011041178
bhm_sr,bootstrap,uncertain,SSP1,rcp45,,,5.0,223.70015080689777,169,ssp1_rcp45,fixed_dr5p0,5.410306542643813,4263,-0.570637424081019,5.980943966724832,395.81382694312055,5.937254928737082,-0.5269483860932693
bhm_richpoor_sr,estimates,expected,SSP3,rcp60,,,3.0,207.75619905400356,169,ssp3_rcp60,fixed_dr3p0,5.336365272298824,4264,-0.3583797928348079,5.694745065133632,297.30099153567755,6.149512559983293,-0.813147287684469
djo_richpoor,estimates,uncertain,SSP5,rcp45,,,3.0,815.8873841612581,169,ssp5_rcp45,fixed_dr3p0,6.704276335833604,4265,-0.16500317965446598,6.86927951548807,962.2550261568517,6.342889173163635,0.36138716266996873
bhm_richpoor_lr,estimates,expected,SSP3,rcp60,2.0,0p7,,541.9938675157593,169,ssp3_rcp60,ramsey_prtp2p0_eta0p7,6.295254686829066,4266,0.08571793622572238,6.209536750603344,497.4707448775332,6.5936102890438235,-0.2983556022147571
bhm_sr,estimates,uncertain,SSP5,rcp45,2.0,1p5,,263.94483475980746,169,ssp5_rcp45,ramsey_prtp2p0_eta1p5,5.575740122068138,4267,-0.12345865598366568,5.699198778051804,298.6280377501418,6.384433696834435,-0.8086935747662967
bhm_lr,bootstrap,expected,SSP5,rcp85,,,5.0,480.9684749804985,169,ssp5_rcp85,fixed_dr5p0,6.1758017273767996,4268,-0.31267763315650676,6.488479360533306,657.5227475800025,6.195214719661594,-0.01941299228479476
bhm_richpoor_sr,bootstrap,expected,SSP5,rcp85,2.0,1p5,,178.613117447527,169,ssp5_rcp85,ramsey_prtp2p0_eta1p5,5.185222111700175,4269,-0.40136275317771575,5.58658486487789,266.8228259395325,6.106529599640385,-0.9213074879402106
bhm_sr,bootstrap,uncertain,SSP4,rcp85,1.0,0p7,,1146.4026703249772,169,ssp4_rcp85,ramsey_prtp1p0_eta0p7,7.044384205824732,4270,0.6583723971984092,6.386011808626323,593.4849220727438,7.16626475001651,-0.12188054419177785
bhm_richpoor_sr,bootstrap,uncertain,SSP3,rcp45,1.0,1p5,,869.7150581451012,169,ssp3_rcp45,ramsey_prtp1p0_eta1p5,6.768165638628999,4271,0.0016966575089464309,6.7664689811200525,868.2407006545887,6.509589010327048,0.2585766283019515
bhm_sr,estimates,uncertain,SSP5,rcp60,,,3.0,757.1618442561352,169,ssp5_rcp60,fixed_dr3p0,6.629577027489893,4272,0.016329207226303377,6.61324782026359,744.8983903334437,6.5242215600444045,0.10535546744548885
bhm_richpoor_lr,bootstrap,uncertain,SSP5,rcp60,2.0,0p7,,629.6487734059714,169,ssp5_rcp60,ramsey_prtp2p0_eta0p7,6.445162161393055,4273,0.07408051419888417,6.371081647194171,584.6899151887076,6.581972867016985,-0.1368107056239296
bhm_lr,bootstrap,expected,SSP4,rcp60,1.0,0p7,,1984.4048106596085,169,ssp4_rcp60,ramsey_prtp1p0_eta0p7,7.593074304662823,4274,0.8227144156845347,6.770359888978287,871.625525971032,7.330606768502635,0.26246753616018736
bhm_sr,bootstrap,uncertain,SSP2,rcp85,1.0,0p7,,1326.3451361940163,169,ssp2_rcp85,ramsey_prtp1p0_eta0p7,7.190182420583775,4275,0.7290410640259296,6.461141356557845,639.7908695064957,7.236933416844031,-0.04675099626025592
bhm_lr,bootstrap,uncertain,SSP2,rcp85,2.0,1p5,,963.1518487538596,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,6.870211082393278,4276,0.05134057626883928,6.818870506124439,914.9509946891126,6.5592329290869404,0.3109781533063378
bhm_sr,bootstrap,uncertain,SSP1,rcp85,,,5.0,184.77645140590658,169,ssp1_rcp85,fixed_dr5p0,5.2191467236308,4277,-0.5949266746215693,5.814073398252369,334.98086079989713,5.912965678196532,-0.6938189545657316
bhm_sr,bootstrap,expected,SSP4,rcp60,1.0,1p5,,1234.7108697169224,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,7.118592108063677,4278,0.4516892712254735,6.6669028368382035,785.9575920495549,6.959581624043574,0.15901048402010254
bhm_sr,estimates,expected,SSP3,rcp60,1.0,0p7,,1504.4631349637648,169,ssp3_rcp60,ramsey_prtp1p0_eta0p7,7.316191392588612,4279,0.6799409184095722,6.63625047417904,762.2316210863866,7.187833271227673,0.1283581213609395
bhm_richpoor_sr,bootstrap,expected,SSP3,rcp85,2.0,0p7,,440.47335946915285,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.087849965611281,4280,-0.15363191069040844,6.241481876301689,513.6190672022842,6.354260442127693,-0.2664104765164117
bhm_sr,estimates,uncertain,SSP2,rcp60,2.0,1p5,,389.3750004635955,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,5.964542890732332,4281,-0.16644774543762442,6.130990636169956,459.8915202690901,6.341444607380477,-0.37690171664814454
bhm_lr,estimates,uncertain,SSP2,rcp85,1.0,1p5,,2151.682514259221,169,ssp2_rcp85,ramsey_prtp1p0_eta1p5,7.674005379849284,4282,0.5046422023416213,7.1693631775076625,1299.0170960398436,7.012534555159722,0.6614708246895615
bhm_richpoor_lr,estimates,uncertain,SSP5,rcp45,2.0,1p5,,265.87554304837414,169,ssp5_rcp45,ramsey_prtp2p0_eta1p5,5.583028316013376,4283,-0.19903965448200556,5.7820679704953815,324.42940762649255,6.3088526983360955,-0.7258243823227195
bhm_lr,estimates,expected,SSP2,rcp60,2.0,1p5,,775.8395283460275,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,6.653945705430001,4284,0.013874837271958762,6.640070868158042,765.1492158142325,6.52176719009006,0.13217851533994107
bhm_sr,bootstrap,uncertain,SSP2,rcp45,2.0,0p7,,588.7835265031844,169,ssp2_rcp45,ramsey_prtp2p0_eta0p7,6.378058588937648,4285,0.17714547838232042,6.2009131105553275,493.1991809262463,6.685037831200422,-0.3069792422627735
bhm_sr,bootstrap,expected,SSP2,rcp85,2.0,1p5,,803.5503887472441,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,6.689039894782211,4286,0.015773591667478604,6.673266303114732,790.974953656083,6.52366594448558,0.16537395029663138
bhm_sr,bootstrap,uncertain,SSP5,rcp45,,,5.0,288.7931649663319,169,ssp5_rcp45,fixed_dr5p0,5.665710739724517,4287,-0.5290647417058779,6.194775481430395,490.1813778206223,5.978827611112223,-0.31311687138770594
bhm_sr,bootstrap,uncertain,SSP1,rcp85,,,3.0,381.9150256846938,169,ssp1_rcp85,fixed_dr3p0,5.94519813801024,4288,0.08287696242915632,5.862321175581084,351.5391818957743,6.5907693152472575,-0.6455711772370174
bhm_richpoor_lr,bootstrap,uncertain,SSP4,rcp85,,,5.0,172.16658700791032,169,ssp4_rcp85,fixed_dr5p0,5.148462537207509,4289,-0.6777232429708961,5.826185780178405,339.06294892227714,5.830169109847205,-0.6817065726396958
bhm_lr,bootstrap,uncertain,SSP2,rcp85,2.0,1p5,,963.1518487538596,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,6.870211082393278,4290,0.05134057626883928,6.818870506124439,914.9509946891126,6.5592329290869404,0.3109781533063378
bhm_sr,estimates,uncertain,SSP5,rcp45,,,3.0,774.6718747676084,169,ssp5_rcp45,fixed_dr3p0,6.652439552302963,4291,0.07947561080865681,6.572963941494306,715.4873661687176,6.5873679636267575,0.06507158867620522
bhm_richpoor_sr,bootstrap,expected,SSP4,rcp85,,,3.0,189.61320466964224,169,ssp4_rcp85,fixed_dr3p0,5.244986232277909,4292,-0.3075705149918595,5.552556747269769,257.89608881689674,6.200321837826241,-0.9553356055483322
bhm_lr,bootstrap,uncertain,SSP4,rcp85,,,5.0,265.23581486012876,169,ssp4_rcp85,fixed_dr5p0,5.58061929768567,4293,-0.49419746081708427,6.074816758502754,434.7698273425325,6.013694892001016,-0.4330755943153459
bhm_sr,estimates,uncertain,SSP5,rcp45,1.0,1p5,,514.9518244209775,169,ssp5_rcp45,ramsey_prtp1p0_eta1p5,6.244073351474511,4294,0.39910625462530724,5.844967096849204,345.4911738458696,6.906998607443408,-0.6629252559688972
djo_richpoor,estimates,uncertain,SSP5,rcp60,2.0,1p5,,124.21503582413926,169,ssp5_rcp60,ramsey_prtp2p0_eta1p5,4.822014223558025,4295,-0.43108385002914185,5.253098073587166,191.15757225994355,6.076808502788959,-1.254794279230934
bhm_richpoor_sr,bootstrap,expected,SSP1,rcp45,1.0,1p5,,260.0635644383661,169,ssp1_rcp45,ramsey_prtp1p0_eta1p5,5.560926079744603,4296,0.04356494921632803,5.5173611305282755,248.9771513302092,6.551457302034429,-0.9905312222898255
bhm_sr,bootstrap,uncertain,SSP2,rcp60,1.0,0p7,,1211.0854062986189,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.0992722664986765,4297,0.6884608105111287,6.410811455987548,608.3871602199947,7.1963531633292295,-0.09708089683055299
bhm_lr,bootstrap,expected,SSP4,rcp60,,,3.0,765.1707364663426,169,ssp4_rcp60,fixed_dr3p0,6.640098993847809,4298,0.24000341106429496,6.400095582783514,601.9025666453824,6.747895763882396,-0.10779677003458676
bhm_lr,bootstrap,uncertain,SSP4,rcp85,2.0,1p5,,897.4323714202361,169,ssp4_rcp85,ramsey_prtp2p0_eta1p5,6.799537765345306,4299,-0.019328090558681177,6.818865855903987,914.9467399751778,6.48856426225942,0.31097350308588645
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp60,1.0,1p5,,583.1610032634206,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,6.368463311626493,4300,0.3497994512091995,6.018663860417293,411.02903649919807,6.857691804027301,-0.4892284924008079
bhm_richpoor_sr,estimates,uncertain,SSP3,rcp45,2.0,0p7,,374.59850549201957,169,ssp3_rcp45,ramsey_prtp2p0_eta0p7,5.925854800391831,4301,-0.323128249909165,6.248983050300996,517.4862994524225,6.184764102908936,-0.25890930251710476
bhm_lr,estimates,expected,SSP3,rcp85,2.0,0p7,,925.8670856265695,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.830730688303475,4302,0.34065929505301284,6.490071393250462,658.5703790169111,6.848551647871114,-0.017820959567639072
bhm_lr,bootstrap,expected,SSP4,rcp60,1.0,1p5,,1520.9972039737022,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,7.327121453976013,4303,0.5596340548809453,6.767487399095068,869.125383002514,7.067526407699046,0.25959504627696717
bhm_richpoor_sr,estimates,uncertain,SSP4,rcp45,2.0,1p5,,225.13381499352622,169,ssp4_rcp45,ramsey_prtp2p0_eta1p5,5.416694958725219,4304,-0.6608898727076625,6.0775848314328815,435.9749691230996,5.847002480110438,-0.43030752138521944
bhm_sr,bootstrap,uncertain,SSP2,rcp60,1.0,0p7,,1211.0854062986189,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.0992722664986765,4305,0.6884608105111287,6.410811455987548,608.3871602199947,7.1963531633292295,-0.09708089683055299
bhm_sr,bootstrap,expected,SSP4,rcp85,2.0,1p5,,938.1861087767955,169,ssp4_rcp85,ramsey_prtp2p0_eta1p5,6.843948339535325,4306,-0.05489507516004183,6.898843414695367,991.1277286727731,6.452997277658059,0.39095106187726625
bhm_sr,bootstrap,uncertain,SSP4,rcp85,1.0,1p5,,2185.8835849217803,169,ssp4_rcp85,ramsey_prtp1p0_eta1p5,7.689775412479319,4307,0.39529203639481986,7.294483376084499,1472.1561533252132,6.903184389212921,0.7865910232663982
bhm_sr,bootstrap,uncertain,SSP5,rcp45,1.0,0p7,,1162.3866842436773,169,ssp5_rcp45,ramsey_prtp1p0_eta0p7,7.058230656791008,4308,0.7314498999650874,6.3267807568259204,559.3529989815124,7.239342252783189,-0.18111159599218052
bhm_richpoor_sr,estimates,expected,SSP3,rcp85,2.0,0p7,,417.161305360335,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.0334729704079955,4309,-0.22289519522659929,6.256368165634595,521.3221420937235,6.284997157591501,-0.2515241871835059
bhm_richpoor_sr,bootstrap,uncertain,SSP2,rcp45,1.0,1p5,,360.55373737960406,169,ssp2_rcp45,ramsey_prtp1p0_eta1p5,5.887641009082457,4310,-0.022902605359899297,5.910543614442356,368.90664388970254,6.484989747458202,-0.5973487383757448
bhm_sr,estimates,expected,SSP4,rcp60,1.0,1p5,,1223.0597928400034,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,7.109111024794618,4311,0.3824259866892826,6.726685038105336,834.3767492829729,6.890318339507384,0.2187926852872346
bhm_richpoor_lr,estimates,expected,SSP3,rcp45,2.0,1p5,,406.9586053689772,169,ssp3_rcp45,ramsey_prtp2p0_eta1p5,6.008711473559987,4312,-0.1377250304563058,6.146436504016292,467.05008672999486,6.370167322361795,-0.3614558488018087
bhm_lr,bootstrap,uncertain,SSP5,rcp45,,,3.0,1453.5520506826795,169,ssp5_rcp45,fixed_dr3p0,7.281765529940945,4313,0.2566836790003196,7.025081850940626,1124.4865955240355,6.764576031818421,0.5171894981225247
bhm_sr,bootstrap,expected,SSP5,rcp85,,,3.0,459.5389736722072,169,ssp5_rcp85,fixed_dr3p0,6.130223755766306,4314,0.257181220238747,5.873042535527559,355.3284366853696,6.765073573056848,-0.6348498172905419
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp60,1.0,0p7,,1106.9867616313345,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.009396973857847,4315,0.6128798120127887,6.3965171618450585,599.7525550155638,7.12077216483089,-0.11137519097304249
djo_richpoor,estimates,uncertain,SSP4,rcp45,,,5.0,127.72056705780159,169,ssp4_rcp45,fixed_dr5p0,4.849844807687974,4316,-0.9246283268050481,5.7744731344930225,321.97475263130303,5.583264026013053,-0.7334192183250785
bhm_richpoor_lr,estimates,uncertain,SSP3,rcp60,2.0,1p5,,371.6249666726734,169,ssp3_rcp60,ramsey_prtp2p0_eta1p5,5.917885191638267,4317,-0.2536631505554412,6.1715483421937085,478.92707530268166,6.2542292022626595,-0.33634401062439245
bhm_sr,estimates,expected,SSP3,rcp85,,,5.0,103.6992627693959,169,ssp3_rcp85,fixed_dr5p0,4.641495005946912,4318,-0.5091581465879147,5.150653152534827,172.54415117019448,5.9987342062301865,-1.3572392002832743
bhm_lr,bootstrap,expected,SSP5,rcp85,1.0,1p5,,1894.999146561423,169,ssp5_rcp85,ramsey_prtp1p0_eta1p5,7.54697366715306,4319,0.6847566477108693,6.862217019442191,955.483045530883,7.19264900052897,0.35432466662409023
bhm_richpoor_sr,estimates,uncertain,SSP3,rcp60,1.0,1p5,,763.5686470609307,169,ssp3_rcp60,ramsey_prtp1p0_eta1p5,6.6380030316332155,4320,-0.11112694807226864,6.749129979705484,853.3160372099431,6.396765404745833,0.24123762688738282
bhm_richpoor_sr,bootstrap,expected,SSP1,rcp45,,,5.0,169.06859230082864,169,ssp1_rcp45,fixed_dr5p0,5.130304504182011,4321,-0.953869331651048,6.084173835833059,438.8570948553063,5.554023021167053,-0.42371851698504237
bhm_richpoor_sr,bootstrap,expected,SSP2,rcp60,2.0,0p7,,351.73073072255426,169,ssp2_rcp60,ramsey_prtp2p0_eta0p7,5.862865913321402,4322,-0.21341308074441012,6.076278994065812,435.40602827027135,6.294479272073691,-0.4316133587522888
bhm_richpoor_lr,bootstrap,uncertain,SSP1,rcp60,2.0,0p7,,515.0344829980161,169,ssp1_rcp60,ramsey_prtp2p0_eta0p7,6.244233855699899,4323,0.06607326471543601,6.178160590984463,482.1043531767423,6.573965617533537,-0.3297317618336377
djo_richpoor,estimates,uncertain,SSP3,rcp85,1.0,0p7,,637.8437992752839,169,ssp3_rcp85,ramsey_prtp1p0_eta0p7,6.45809342464722,4324,0.43449990556581675,6.023593519081404,413.0602718852274,6.942392258383918,-0.48429883373669735
bhm_richpoor_lr,estimates,uncertain,SSP1,rcp85,2.0,0p7,,518.172082535292,169,ssp1_rcp85,ramsey_prtp2p0_eta0p7,6.2503073927579855,4325,0.002101700329355416,6.24820569242863,517.0841837178671,6.509994053147456,-0.2596866603894705
bhm_sr,estimates,expected,SSP3,rcp85,2.0,1p5,,1492.6522342896692,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,7.308309839589226,4326,-0.03428877632951144,7.342598615918737,1544.721039263951,6.473603576488589,0.834706263100637
bhm_richpoor_lr,estimates,uncertain,SSP4,rcp60,1.0,1p5,,542.1376439979332,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,6.295519924914096,4327,0.2344671891368314,6.061052735777265,428.826640465189,6.742359541954932,-0.44683961704083597
bhm_lr,bootstrap,uncertain,SSP1,rcp45,,,3.0,993.6903199666227,169,ssp1_rcp45,fixed_dr3p0,6.901425608785646,4328,0.21511099662517852,6.6863146121604675,801.3634681789573,6.72300334944328,0.17842225934236566
bhm_sr,estimates,uncertain,SSP1,rcp45,,,3.0,576.9088137399116,169,ssp1_rcp45,fixed_dr3p0,6.357684218906431,4329,0.037902928433515753,6.319781290472915,555.4514966315935,6.545795281251617,-0.18811106234518604
bhm_lr,estimates,uncertain,SSP4,rcp45,,,5.0,301.01250013744186,169,ssp4_rcp45,fixed_dr5p0,5.707151792582404,4330,-0.5722047526864535,6.279356545268858,533.4453054640204,5.935687600131647,-0.2285358075492434
bhm_richpoor_lr,bootstrap,uncertain,SSP1,rcp85,,,3.0,583.1518929991283,169,ssp1_rcp85,fixed_dr3p0,6.368447689293375,4331,0.007295963930816385,6.361151725362559,578.91272104907,6.515188316748917,-0.14674062745554206
bhm_sr,estimates,expected,SSP4,rcp85,1.0,1p5,,2341.470881860015,169,ssp4_rcp85,ramsey_prtp1p0_eta1p5,7.758534592868295,4332,0.39840655091274024,7.360128041955555,1572.0378368705312,6.906298903730841,0.8522356891374541
bhm_sr,estimates,uncertain,SSP2,rcp60,1.0,1p5,,825.7720825301814,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,6.7163188063053125,4333,0.3561171651713485,6.360201641133964,578.3629664010319,6.86400951798945,-0.14769071168413728
bhm_sr,estimates,uncertain,SSP4,rcp45,,,3.0,299.13532853472253,169,ssp4_rcp45,fixed_dr3p0,5.700896074791542,4334,-0.002345899291199771,5.703241974082742,299.83789364119866,6.505546453526901,-0.8046503787353592
bhm_richpoor_lr,estimates,uncertain,SSP4,rcp60,2.0,1p5,,282.726263341721,169,ssp4_rcp60,ramsey_prtp2p0_eta1p5,5.644479162194559,4335,-0.2880977214721414,5.9325768836667,377.1250702159579,6.21979463134596,-0.5753154691514011
bhm_sr,bootstrap,uncertain,SSP1,rcp45,,,5.0,223.70015080689777,169,ssp1_rcp45,fixed_dr5p0,5.410306542643813,4336,-0.570637424081019,5.980943966724832,395.81382694312055,5.937254928737082,-0.5269483860932693
bhm_richpoor_lr,estimates,expected,SSP1,rcp60,2.0,1p5,,277.4209154699723,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,5.625535903271925,4337,-0.197815508493696,5.823351411765621,338.10328027961987,6.310076844324405,-0.6845409410524796
bhm_sr,bootstrap,expected,SSP4,rcp85,,,5.0,115.90357505250181,169,ssp4_rcp85,fixed_dr5p0,4.7527585958794845,4338,-0.5297644454184449,5.28252304129793,196.86595020249104,5.9781279073996565,-1.225369311520172
bhm_richpoor_sr,bootstrap,expected,SSP5,rcp85,1.0,0p7,,809.184612271233,169,ssp5_rcp85,ramsey_prtp1p0_eta0p7,6.696027089135564,4339,0.3842825182348465,6.311744570900717,551.0053787492922,6.892174871052948,-0.19614778191738402
bhm_lr,bootstrap,uncertain,SSP1,rcp60,2.0,1p5,,619.4071012338502,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,6.428762732171236,4340,-0.017404240857804565,6.446166973029041,630.2817697878803,6.490488111960296,-0.06172537978905979
bhm_richpoor_lr,estimates,uncertain,SSP3,rcp85,2.0,1p5,,459.4395850075279,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,6.130007453298468,4341,-0.18224757388196255,6.312255027180431,551.2867147037742,6.325644778936138,-0.19563732563767022
bhm_richpoor_sr,bootstrap,expected,SSP2,rcp85,2.0,1p5,,300.25073259034883,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,5.704617900891667,4342,-0.43983611495666164,6.1444540158483285,466.1250826669701,6.068056237861439,-0.36343833696977246
