run,dmgfuncpar,climate,SSP,RCP,prtp,eta,dr,gscc,n_iso3,scenario_id,discount_id,log_gscc,draw,systematic_centered,log_gscc_adj,gscc_adj,fitted_log,residual
bhm_richpoor_lr,estimates,uncertain,SSP2,rcp60,,,3.0,598.5473626632488,169,ssp2_rcp60,fixed_dr3p0,6.39450565747808,26,-0.03909447714364178,6.433600134621721,622.4106815695494,6.4687978756744595,-0.07429221819637988
bhm_sr,estimates,expected,SSP1,rcp60,,,5.0,236.05206946161647,169,ssp1_rcp60,fixed_dr5p0,5.4640524140015945,27,-0.5971038802537593,6.061156294255354,428.87105139896414,5.910788472564342,-0.4467360585627471
bhm_richpoor_sr,bootstrap,uncertain,SSP4,rcp45,2.0,1p5,,240.2179797614684,169,ssp4_rcp45,ramsey_prtp2p0_eta1p5,5.481546760139554,28,-0.5916265881714716,6.073173348311025,434.0559089682667,5.91626576464663,-0.4347190045070759
bhm_richpoor_lr,estimates,uncertain,SSP5,rcp85,,,3.0,918.7566655391244,169,ssp5_rcp85,fixed_dr3p0,6.823021305509299,29,0.03995913815010496,6.783062167359194,882.7677721880282,6.547851490968206,0.27516981454109324
bhm_richpoor_sr,bootstrap,expected,SSP1,rcp60,2.0,0p7,,306.04240477313135,169,ssp1_rcp60,ramsey_prtp2p0_eta0p7,5.723723670041352,30,-0.24157764435625306,5.965301314397605,389.67042369243603,6.266314708461848,-0.5425910384204959
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,1.0,1p5,,878.2579160190566,169,ssp3_rcp60,ramsey_prtp1p0_eta1p5,6.777940304505893,31,0.41054284364383375,6.367397460862059,582.539771791136,6.918435196461934,-0.1404948919560418
bhm_lr,bootstrap,uncertain,SSP4,rcp85,2.0,0p7,,880.5400849491745,169,ssp4_rcp85,ramsey_prtp2p0_eta0p7,6.780535452112029,32,0.24767519716837125,6.532860254943658,687.3614314309361,6.7555675499864725,0.024967902125556662
bhm_richpoor_sr,bootstrap,uncertain,SSP4,rcp85,,,3.0,177.70032265874352,169,ssp4_rcp85,fixed_dr3p0,5.18009855090878,33,-0.37994831404597074,5.560046864954751,259.83501319375046,6.12794403877213,-0.9478454878633498
bhm_sr,estimates,uncertain,SSP1,rcp85,,,3.0,386.40891200278185,169,ssp1_rcp85,fixed_dr3p0,5.9568961662617825,34,0.013613677892965415,5.943282488368817,381.18411061480344,6.521506030711066,-0.5646098644492836
bhm_lr,bootstrap,uncertain,SSP2,rcp60,2.0,1p5,,720.6418842187212,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,6.580142320714114,35,0.010760322754038376,6.569381997960076,712.9291153139645,6.518652675572139,0.0614896451419753
bhm_sr,estimates,expected,SSP4,rcp60,2.0,1p5,,534.9336676784214,169,ssp4_rcp60,ramsey_prtp2p0_eta1p5,6.282142753561341,36,-0.1401389239196903,6.422281677481031,615.405670686714,6.367753428898411,-0.08561067533706979
bhm_sr,estimates,expected,SSP2,rcp45,1.0,0p7,,1305.745715386359,169,ssp2_rcp45,ramsey_prtp1p0_eta0p7,7.17452958596801,37,0.6989019765857506,6.47562760938226,649.1264976744669,7.206794329403851,-0.0322647434358414
bhm_richpoor_lr,bootstrap,uncertain,SSP2,rcp60,1.0,1p5,,583.1610032634206,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,6.368463311626493,38,0.3497994512091995,6.018663860417293,411.02903649919807,6.857691804027301,-0.4892284924008079
bhm_richpoor_sr,estimates,uncertain,SSP1,rcp45,2.0,0p7,,270.2601041198411,169,ssp1_rcp45,ramsey_prtp2p0_eta0p7,5.5993848438679175,39,-0.35363775725589464,5.953022601123812,384.91502711038305,6.1542545955622066,-0.5548697516942891
bhm_lr,estimates,uncertain,SSP2,rcp60,1.0,0p7,,2052.77787203488,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.6269492143970385,40,0.7271423096304097,6.899806904766629,992.08313058492,7.235034662448511,0.39191455194852765
bhm_sr,bootstrap,uncertain,SSP1,rcp60,1.0,1p5,,597.6734640075863,169,ssp1_rcp60,ramsey_prtp1p0_eta1p5,6.393044558002723,41,0.39721588609569647,5.995828671907026,401.749464583875,6.905108238913797,-0.5120636809110746
