run,dmgfuncpar,climate,SSP,RCP,prtp,eta,dr,gscc,n_iso3,scenario_id,discount_id,log_gscc
bhm_lr,estimates,expected,SSP2,rcp45,2.0,1p5,,774.8390739515364,169,ssp2_rcp45,ramsey_prtp2p0_eta1p5,6.652655361277678
bhm_lr,estimates,expected,SSP2,rcp45,,,3.0,934.1911998966829,169,ssp2_rcp45,fixed_dr3p0,6.839681128088597
bhm_lr,estimates,expected,SSP2,rcp45,,,5.0,356.41865067941865,169,ssp2_rcp45,fixed_dr5p0,5.876106024977781
bhm_lr,estimates,expected,SSP2,rcp60,1.0,0p7,,2203.8486530968,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.697960498721138
bhm_lr,estimates,expected,SSP2,rcp60,1.0,1p5,,1617.5180163946425,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,7.388648164733205
bhm_lr,estimates,expected,SSP2,rcp60,2.0,0p7,,1067.2354313690914,169,ssp2_rcp60,ramsey_prtp2p0_eta0p7,6.97282687491861
bhm_lr,estimates,expected,SSP2,rcp60,2.0,1p5,,775.8395283460275,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,6.653945705430001
bhm_lr,estimates,expected,SSP2,rcp60,,,3.0,944.540552609583,169,ssp2_rcp60,fixed_dr3p0,6.850698621551446
bhm_lr,estimates,expected,SSP2,rcp60,,,5.0,363.6449681322315,169,ssp2_rcp60,fixed_dr5p0,5.896178029387344
bhm_lr,estimates,expected,SSP2,rcp85,1.0,0p7,,2097.7228659647917,169,ssp2_rcp85,ramsey_prtp1p0_eta0p7,7.648607685838632
bhm_lr,estimates,expected,SSP2,rcp85,1.0,1p5,,2253.4857349418244,169,ssp2_rcp85,ramsey_prtp1p0_eta1p5,7.720233511931756
bhm_lr,estimates,expected,SSP2,rcp85,2.0,0p7,,1008.2645726768998,169,ssp2_rcp85,ramsey_prtp2p0_eta0p7,6.91598588708508
bhm_lr,estimates,expected,SSP2,rcp85,2.0,1p5,,998.7128825873713,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,6.9064673325224275
bhm_lr,estimates,expected,SSP2,rcp85,,,3.0,714.4978292448068,169,ssp2_rcp85,fixed_dr3p0,6.571579959219481
bhm_lr,estimates,expected,SSP2,rcp85,,,5.0,305.08645272694645,169,ssp2_rcp85,fixed_dr5p0,5.7205951880063655
bhm_lr,estimates,expected,SSP3,rcp45,1.0,0p7,,2161.220757637069,169,ssp3_rcp45,ramsey_prtp1p0_eta0p7,7.678428506605013
bhm_lr,estimates,expected,SSP3,rcp45,1.0,1p5,,2253.6769566908088,169,ssp3_rcp45,ramsey_prtp1p0_eta1p5,7.720318364315476
bhm_lr,estimates,expected,SSP3,rcp45,2.0,0p7,,1009.1880670067837,169,ssp3_rcp45,ramsey_prtp2p0_eta0p7,6.916901392486516
bhm_lr,estimates,expected,SSP3,rcp45,2.0,1p5,,1007.5538550939236,169,ssp3_rcp45,ramsey_prtp2p0_eta1p5,6.9152807465797315
bhm_lr,estimates,expected,SSP3,rcp45,,,3.0,607.0633334696101,169,ssp3_rcp45,fixed_dr3p0,6.408633124116797
bhm_lr,estimates,expected,SSP3,rcp45,,,5.0,257.4603670054323,169,ssp3_rcp45,fixed_dr5p0,5.5508657937157215
bhm_lr,estimates,expected,SSP3,rcp85,1.0,0p7,,1949.9846856923384,169,ssp3_rcp85,ramsey_prtp1p0_eta0p7,7.575576798035845
bhm_lr,estimates,expected,SSP3,rcp85,1.0,1p5,,3087.2756475854117,169,ssp3_rcp85,ramsey_prtp1p0_eta1p5,8.035044313546358
bhm_lr,estimates,expected,SSP3,rcp85,2.0,0p7,,925.8670856265695,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.830730688303475
bhm_lr,estimates,expected,SSP3,rcp85,2.0,1p5,,1294.1910492306981,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,7.165641106535811
bhm_lr,estimates,expected,SSP3,rcp85,,,3.0,483.71476963966563,169,ssp3_rcp85,fixed_dr3p0,6.1814954140736695
bhm_lr,estimates,expected,SSP3,rcp85,,,5.0,226.83046165962818,169,ssp3_rcp85,fixed_dr5p0,5.4242028735032815
bhm_lr,estimates,expected,SSP4,rcp45,1.0,0p7,,1952.6226452675442,169,ssp4_rcp45,ramsey_prtp1p0_eta0p7,7.57692869421871
bhm_lr,estimates,expected,SSP4,rcp45,1.0,1p5,,1461.1674636311625,169,ssp4_rcp45,ramsey_prtp1p0_eta1p5,7.286991027790629
bhm_lr,estimates,expected,SSP4,rcp45,2.0,0p7,,953.3737698412192,169,ssp4_rcp45,ramsey_prtp2p0_eta0p7,6.860007030163622
bhm_lr,estimates,expected,SSP4,rcp45,2.0,1p5,,712.5334883717723,169,ssp4_rcp45,ramsey_prtp2p0_eta1p5,6.568826912261823
bhm_lr,estimates,expected,SSP4,rcp45,,,3.0,751.9344069518273,169,ssp4_rcp45,fixed_dr3p0,6.622649095347434
bhm_lr,estimates,expected,SSP4,rcp45,,,5.0,311.20022246461997,169,ssp4_rcp45,fixed_dr5p0,5.740436507164585
bhm_lr,estimates,expected,SSP4,rcp60,1.0,0p7,,1956.0807720222501,169,ssp4_rcp60,ramsey_prtp1p0_eta0p7,7.578698144232072
bhm_lr,estimates,expected,SSP4,rcp60,1.0,1p5,,1479.8128178484978,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,7.2996708843329055
bhm_lr,estimates,expected,SSP4,rcp60,2.0,0p7,,955.6745762026138,169,ssp4_rcp60,ramsey_prtp2p0_eta0p7,6.862417453639972
bhm_lr,estimates,expected,SSP4,rcp60,2.0,1p5,,714.021322797878,169,ssp4_rcp60,ramsey_prtp2p0_eta1p5,6.570912825756243
bhm_lr,estimates,expected,SSP4,rcp60,,,3.0,762.4993389093239,169,ssp4_rcp60,fixed_dr3p0,6.636601641477026
bhm_lr,estimates,expected,SSP4,rcp60,,,5.0,317.82234578941967,169,ssp4_rcp60,fixed_dr5p0,5.761492565631394
bhm_lr,estimates,expected,SSP5,rcp45,1.0,0p7,,2555.1475403988525,169,ssp5_rcp45,ramsey_prtp1p0_eta0p7,7.845865246723559
bhm_lr,estimates,expected,SSP5,rcp45,1.0,1p5,,1304.5997672093085,169,ssp5_rcp45,ramsey_prtp1p0_eta1p5,7.1736515809236145
bhm_lr,estimates,expected,SSP5,rcp45,2.0,0p7,,1251.0383857809372,169,ssp5_rcp45,ramsey_prtp2p0_eta0p7,7.131729194073652
bhm_lr,estimates,expected,SSP5,rcp45,2.0,1p5,,660.6858779645161,169,ssp5_rcp45,ramsey_prtp2p0_eta1p5,6.493278504453714
bhm_lr,estimates,expected,SSP5,rcp45,,,3.0,1600.8433392523748,169,ssp5_rcp45,fixed_dr3p0,7.378285856399029
bhm_lr,estimates,expected,SSP5,rcp45,,,5.0,571.7913038818775,169,ssp5_rcp45,fixed_dr5p0,6.348774071451258
bhm_lr,estimates,expected,SSP5,rcp85,1.0,0p7,,2464.5658391278484,169,ssp5_rcp85,ramsey_prtp1p0_eta0p7,7.809770940792792
bhm_lr,estimates,expected,SSP5,rcp85,1.0,1p5,,1862.3439753880477,169,ssp5_rcp85,ramsey_prtp1p0_eta1p5,7.529591175140945
bhm_lr,estimates,expected,SSP5,rcp85,2.0,0p7,,1192.8422464986545,169,ssp5_rcp85,ramsey_prtp2p0_eta0p7,7.084094180746413
bhm_lr,estimates,expected,SSP5,rcp85,2.0,1p5,,852.7468920399858,169,ssp5_rcp85,ramsey_prtp2p0_eta1p5,6.748462776660024
bhm_lr,estimates,expected,SSP5,rcp85,,,3.0,1200.958835374943,169,ssp5_rcp85,fixed_dr3p0,7.090875546201101
bhm_lr,estimates,expected,SSP5,rcp85,,,5.0,480.22703020501467,169,ssp5_rcp85,fixed_dr5p0,6.174258971676126
bhm_lr,estimates,uncertain,SSP1,rcp45,1.0,0p7,,1983.4122447830475,169,ssp1_rcp45,ramsey_prtp1p0_eta0p7,7.592573996365643
bhm_lr,estimates,uncertain,SSP1,rcp45,1.0,1p5,,1294.2894357575394,169,ssp1_rcp45,ramsey_prtp1p0_eta1p5,7.165717125286935
bhm_lr,estimates,uncertain,SSP1,rcp45,2.0,0p7,,981.788204420882,169,ssp1_rcp45,ramsey_prtp2p0_eta0p7,6.889375607313527
bhm_lr,estimates,uncertain,SSP1,rcp45,2.0,1p5,,640.9947830737464,169,ssp1_rcp45,ramsey_prtp2p0_eta1p5,6.463021318157045
bhm_lr,estimates,uncertain,SSP1,rcp45,,,3.0,1054.358284929738,169,ssp1_rcp45,fixed_dr3p0,6.960687600114453
bhm_lr,estimates,uncertain,SSP1,rcp45,,,5.0,405.8522909444833,169,ssp1_rcp45,fixed_dr5p0,6.005989277997174
bhm_lr,estimates,uncertain,SSP1,rcp60,1.0,0p7,,1923.6045921800246,169,ssp1_rcp60,ramsey_prtp1p0_eta0p7,7.56195609668493
bhm_lr,estimates,uncertain,SSP1,rcp60,1.0,1p5,,1236.7464886801752,169,ssp1_rcp60,ramsey_prtp1p0_eta1p5,7.120239410952928
bhm_lr,estimates,uncertain,SSP1,rcp60,2.0,0p7,,956.6398871940975,169,ssp1_rcp60,ramsey_prtp2p0_eta0p7,6.8634270272137226
bhm_lr,estimates,uncertain,SSP1,rcp60,2.0,1p5,,609.9097940162721,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,6.413311067570381
bhm_lr,estimates,uncertain,SSP1,rcp60,,,3.0,1045.4372631040733,169,ssp1_rcp60,fixed_dr3p0,6.952190510472404
bhm_lr,estimates,uncertain,SSP1,rcp60,,,5.0,407.14281337376354,169,ssp1_rcp60,fixed_dr5p0,6.00916401670434
bhm_lr,estimates,uncertain,SSP2,rcp45,1.0,0p7,,2117.603449210892,169,ssp2_rcp45,ramsey_prtp1p0_eta0p7,7.658040279741794
bhm_lr,estimates,uncertain,SSP2,rcp45,1.0,1p5,,1525.0302124998361,169,ssp2_rcp45,ramsey_prtp1p0_eta1p5,7.32976950032057
bhm_lr,estimates,uncertain,SSP2,rcp45,2.0,0p7,,1022.8896182352586,169,ssp2_rcp45,ramsey_prtp2p0_eta0p7,6.93038686006671
bhm_lr,estimates,uncertain,SSP2,rcp45,2.0,1p5,,741.302753941695,169,ssp2_rcp45,ramsey_prtp2p0_eta1p5,6.608409116672224
bhm_lr,estimates,uncertain,SSP2,rcp45,,,3.0,913.6250914820763,169,ssp2_rcp45,fixed_dr3p0,6.817420302931432
bhm_lr,estimates,uncertain,SSP2,rcp45,,,5.0,345.5088627563073,169,ssp2_rcp45,fixed_dr5p0,5.845018294850664
bhm_lr,estimates,uncertain,SSP2,rcp60,1.0,0p7,,2052.77787203488,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.6269492143970385
bhm_lr,estimates,uncertain,SSP2,rcp60,1.0,1p5,,1452.6864446222853,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,7.281169841674213
bhm_lr,estimates,uncertain,SSP2,rcp60,2.0,0p7,,997.0746514402961,169,ssp2_rcp60,ramsey_prtp2p0_eta0p7,6.904825643227267
bhm_lr,estimates,uncertain,SSP2,rcp60,2.0,1p5,,704.786628364531,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,6.557895102200977
bhm_lr,estimates,uncertain,SSP2,rcp60,,,3.0,904.4812585606871,169,ssp2_rcp60,fixed_dr3p0,6.807361584400327
bhm_lr,estimates,uncertain,SSP2,rcp60,,,5.0,346.135969993932,169,ssp2_rcp60,fixed_dr5p0,5.846831674723616
bhm_lr,estimates,uncertain,SSP2,rcp85,1.0,0p7,,2047.1242430644622,169,ssp2_rcp85,ramsey_prtp1p0_eta0p7,7.624191279014556
bhm_lr,estimates,uncertain,SSP2,rcp85,1.0,1p5,,2151.682514259221,169,ssp2_rcp85,ramsey_prtp1p0_eta1p5,7.674005379849284
bhm_lr,estimates,uncertain,SSP2,rcp85,2.0,0p7,,985.594240698794,169,ssp2_rcp85,ramsey_prtp2p0_eta0p7,6.8932447493153415
bhm_lr,estimates,uncertain,SSP2,rcp85,2.0,1p5,,957.2955403643113,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,6.864112163385425
bhm_lr,estimates,uncertain,SSP2,rcp85,,,3.0,705.9644507531151,169,ssp2_rcp85,fixed_dr3p0,6.559564883184572
bhm_lr,estimates,uncertain,SSP2,rcp85,,,5.0,301.4944006920232,169,ssp2_rcp85,fixed_dr5p0,5.708751444492377
bhm_lr,estimates,uncertain,SSP3,rcp45,1.0,0p7,,2068.460890499452,169,ssp3_rcp45,ramsey_prtp1p0_eta0p7,7.634560078543343
bhm_lr,estimates,uncertain,SSP3,rcp45,1.0,1p5,,2118.9941431955845,169,ssp3_rcp45,ramsey_prtp1p0_eta1p5,7.658696794317138
bhm_lr,estimates,uncertain,SSP3,rcp45,2.0,0p7,,966.1466100473895,169,ssp3_rcp45,ramsey_prtp2p0_eta0p7,6.873315592931974
bhm_lr,estimates,uncertain,SSP3,rcp45,2.0,1p5,,951.9869882943964,169,ssp3_rcp45,ramsey_prtp2p0_eta1p5,6.858551366939974
bhm_lr,estimates,uncertain,SSP3,rcp45,,,3.0,591.5221903937686,169,ssp3_rcp45,fixed_dr3p0,6.382699198173365
bhm_lr,estimates,uncertain,SSP3,rcp45,,,5.0,248.9325297220242,169,ssp3_rcp45,fixed_dr5p0,5.517181894775276
bhm_lr,estimates,uncertain,SSP3,rcp85,1.0,0p7,,1909.5593170137238,169,ssp3_rcp85,ramsey_prtp1p0_eta0p7,7.554627770343196
bhm_lr,estimates,uncertain,SSP3,rcp85,1.0,1p5,,2938.3838725463474,169,ssp3_rcp85,ramsey_prtp1p0_eta1p5,7.985615005974995
bhm_lr,estimates,uncertain,SSP3,rcp85,2.0,0p7,,906.3947413732444,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.809474908034615
bhm_lr,estimates,uncertain,SSP3,rcp85,2.0,1p5,,1237.7385481901215,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,7.121041242080065
bhm_lr,estimates,uncertain,SSP3,rcp85,,,3.0,477.8955618833199,169,ssp3_rcp85,fixed_dr3p0,6.169392218835236
bhm_lr,estimates,uncertain,SSP3,rcp85,,,5.0,223.83790833959762,169,ssp3_rcp85,fixed_dr5p0,5.410922166429255
bhm_lr,estimates,uncertain,SSP4,rcp45,1.0,0p7,,1877.8931824767885,169,ssp4_rcp45,ramsey_prtp1p0_eta0p7,7.537905779810206
bhm_lr,estimates,uncertain,SSP4,rcp45,1.0,1p5,,1385.4135535707262,169,ssp4_rcp45,ramsey_prtp1p0_eta1p5,7.233753968686836
bhm_lr,estimates,uncertain,SSP4,rcp45,2.0,0p7,,915.8864849708332,169,ssp4_rcp45,ramsey_prtp2p0_eta0p7,6.819892432290499
bhm_lr,estimates,uncertain,SSP4,rcp45,2.0,1p5,,679.4503075158366,169,ssp4_rcp45,ramsey_prtp2p0_eta1p5,6.521284099961645
bhm_lr,estimates,uncertain,SSP4,rcp45,,,3.0,733.0031223015327,169,ssp4_rcp45,fixed_dr3p0,6.597149961497679
bhm_lr,estimates,uncertain,SSP4,rcp45,,,5.0,301.01250013744186,169,ssp4_rcp45,fixed_dr5p0,5.707151792582404
bhm_lr,estimates,uncertain,SSP4,rcp60,1.0,0p7,,1821.6185203496848,169,ssp4_rcp60,ramsey_prtp1p0_eta0p7,7.507480681776065
bhm_lr,estimates,uncertain,SSP4,rcp60,1.0,1p5,,1322.4755810225693,169,ssp4_rcp60,ramsey_prtp1p0_eta1p5,7.187260699306842
bhm_lr,estimates,uncertain,SSP4,rcp60,2.0,0p7,,891.3489944815661,169,ssp4_rcp60,ramsey_prtp2p0_eta0p7,6.7927360393123815
bhm_lr,estimates,uncertain,SSP4,rcp60,2.0,1p5,,646.6327688635537,169,ssp4_rcp60,ramsey_prtp2p0_eta1p5,6.471778542732161
bhm_lr,estimates,uncertain,SSP4,rcp60,,,3.0,729.0788788110252,169,ssp4_rcp60,fixed_dr3p0,6.5917819275421765
bhm_lr,estimates,uncertain,SSP4,rcp60,,,5.0,302.44719102302054,169,ssp4_rcp60,fixed_dr5p0,5.711906687100374
bhm_lr,estimates,uncertain,SSP5,rcp45,1.0,0p7,,2467.0631466388536,169,ssp5_rcp45,ramsey_prtp1p0_eta0p7,7.810783712731505
bhm_lr,estimates,uncertain,SSP5,rcp45,1.0,1p5,,1242.5522130419765,169,ssp5_rcp45,ramsey_prtp1p0_eta1p5,7.124922779656855
bhm_lr,estimates,uncertain,SSP5,rcp45,2.0,0p7,,1204.3970801634407,169,ssp5_rcp45,ramsey_prtp2p0_eta0p7,7.093734372296637
bhm_lr,estimates,uncertain,SSP5,rcp45,2.0,1p5,,634.2872398608512,169,ssp5_rcp45,ramsey_prtp2p0_eta1p5,6.452501911554092
bhm_lr,estimates,uncertain,SSP5,rcp45,,,3.0,1568.240384642905,169,ssp5_rcp45,fixed_dr3p0,7.357709495692572
bhm_lr,estimates,uncertain,SSP5,rcp45,,,5.0,555.0230213258245,169,ssp5_rcp45,fixed_dr5p0,6.319009592752519
bhm_lr,estimates,uncertain,SSP5,rcp85,1.0,0p7,,2420.15204283631,169,ssp5_rcp85,ramsey_prtp1p0_eta0p7,7.79158564479547
bhm_lr,estimates,uncertain,SSP5,rcp85,1.0,1p5,,1799.8047868761585,169,ssp5_rcp85,ramsey_prtp1p0_eta1p5,7.495433486267474
bhm_lr,estimates,uncertain,SSP5,rcp85,2.0,0p7,,1169.6528551266244,169,ssp5_rcp85,ramsey_prtp2p0_eta0p7,7.06446227874618
bhm_lr,estimates,uncertain,SSP5,rcp85,2.0,1p5,,825.3745533459811,169,ssp5_rcp85,ramsey_prtp2p0_eta1p5,6.715837287361757
bhm_lr,estimates,uncertain,SSP5,rcp85,,,3.0,1185.5026863241912,169,ssp5_rcp85,fixed_dr3p0,7.077922171487027
bhm_lr,estimates,uncertain,SSP5,rcp85,,,5.0,474.2961979942199,169,ssp5_rcp85,fixed_dr5p0,6.161832016815607
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,1.0,0p7,,1083.1123681437057,169,ssp1_rcp45,ramsey_prtp1p0_eta0p7,6.9875939979840505
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,1.0,1p5,,524.7980925324911,169,ssp1_rcp45,ramsey_prtp1p0_eta1p5,6.263013602967197
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,2.0,0p7,,545.2460574765638,169,ssp1_rcp45,ramsey_prtp2p0_eta0p7,6.301237174384462
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,2.0,1p5,,278.5632213140886,169,ssp1_rcp45,ramsey_prtp2p0_eta1p5,5.629645040119041
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,,,3.0,720.335071821837,169,ssp1_rcp45,fixed_dr3p0,6.579716481285892
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp45,,,5.0,261.21265008941697,169,ssp1_rcp45,fixed_dr5p0,5.565334826893474
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,1.0,0p7,,1084.6420644421885,169,ssp1_rcp60,ramsey_prtp1p0_eta0p7,6.989005317024063
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,1.0,1p5,,527.5843526712557,169,ssp1_rcp60,ramsey_prtp1p0_eta1p5,6.268308762843198
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,2.0,0p7,,546.9789291232493,169,ssp1_rcp60,ramsey_prtp2p0_eta0p7,6.304410280881589
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,2.0,1p5,,279.260541509007,169,ssp1_rcp60,ramsey_prtp2p0_eta1p5,5.632145186597634
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,,,3.0,728.5972724788196,169,ssp1_rcp60,fixed_dr3p0,6.591121141057739
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp60,,,5.0,264.2966077383388,169,ssp1_rcp60,fixed_dr5p0,5.57707198663699
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,1.0,0p7,,1067.5873896842197,169,ssp1_rcp85,ramsey_prtp1p0_eta0p7,6.973156605624921
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,1.0,1p5,,617.1824077526145,169,ssp1_rcp85,ramsey_prtp1p0_eta1p5,6.425164616765563
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,2.0,0p7,,533.1280646228599,169,ssp1_rcp85,ramsey_prtp2p0_eta0p7,6.278761666642758
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,2.0,1p5,,309.2615771395489,169,ssp1_rcp85,ramsey_prtp2p0_eta1p5,5.734187446754739
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,,,3.0,605.460352684226,169,ssp1_rcp85,fixed_dr3p0,6.405989082210559
bhm_richpoor_lr,bootstrap,expected,SSP1,rcp85,,,5.0,236.23719406694372,169,ssp1_rcp85,fixed_dr5p0,5.464836359897062
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,1.0,0p7,,1172.2120278119344,169,ssp2_rcp45,ramsey_prtp1p0_eta0p7,7.066647864876851
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,1.0,1p5,,627.432762721065,169,ssp2_rcp45,ramsey_prtp1p0_eta1p5,6.441636514222728
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,2.0,0p7,,574.5994909447766,169,ssp2_rcp45,ramsey_prtp2p0_eta0p7,6.353673260615066
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,2.0,1p5,,324.38890923469654,169,ssp2_rcp45,ramsey_prtp2p0_eta1p5,5.7819431331077915
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,,,3.0,628.7157146782815,169,ssp2_rcp45,fixed_dr3p0,6.443679190588453
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp45,,,5.0,223.1400080865353,169,ssp2_rcp45,fixed_dr5p0,5.4077994134047715
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,1.0,0p7,,1171.465708514083,169,ssp2_rcp60,ramsey_prtp1p0_eta0p7,7.066010986084592
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,1.0,1p5,,630.2543424573532,169,ssp2_rcp60,ramsey_prtp1p0_eta1p5,6.446123456099594
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,2.0,0p7,,576.3094587303951,169,ssp2_rcp60,ramsey_prtp2p0_eta0p7,6.356644771166503
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,2.0,1p5,,324.7513275893796,169,ssp2_rcp60,ramsey_prtp2p0_eta1p5,5.783059743577394
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,,,3.0,633.5133200555763,169,ssp2_rcp60,fixed_dr3p0,6.451281025673654
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp60,,,5.0,225.913776263749,169,ssp2_rcp60,fixed_dr5p0,5.4201534055177865
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,1.0,0p7,,1151.1414712393655,169,ssp2_rcp85,ramsey_prtp1p0_eta0p7,7.0485093127582426
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,1.0,1p5,,740.3403574847525,169,ssp2_rcp85,ramsey_prtp1p0_eta1p5,6.607110023004027
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,2.0,0p7,,559.1955205622527,169,ssp2_rcp85,ramsey_prtp2p0_eta0p7,6.326499180448055
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,2.0,1p5,,361.6552742445427,169,ssp2_rcp85,ramsey_prtp2p0_eta1p5,5.890691477025647
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,,,3.0,522.8709117344763,169,ssp2_rcp85,fixed_dr3p0,6.259334610911765
bhm_richpoor_lr,bootstrap,expected,SSP2,rcp85,,,5.0,201.00352917300492,169,ssp2_rcp85,fixed_dr5p0,5.303322465979586
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,1.0,0p7,,1183.480266676519,169,ssp3_rcp45,ramsey_prtp1p0_eta0p7,7.076214755115427
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,1.0,1p5,,875.3880020717739,169,ssp3_rcp45,ramsey_prtp1p0_eta1p5,6.7746672190103405
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,2.0,0p7,,555.3067962489221,169,ssp3_rcp45,ramsey_prtp2p0_eta0p7,6.3195207470506105
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,2.0,1p5,,419.5940623377923,169,ssp3_rcp45,ramsey_prtp2p0_eta1p5,6.039287725654127
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,,,3.0,401.2556965781982,169,ssp3_rcp45,fixed_dr3p0,5.99459887142307
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp45,,,5.0,158.48880740043182,169,ssp3_rcp45,fixed_dr5p0,5.065683975053778
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,1.0,0p7,,1177.7532634228746,169,ssp3_rcp60,ramsey_prtp1p0_eta0p7,7.071363888472406
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,1.0,1p5,,878.2579160190566,169,ssp3_rcp60,ramsey_prtp1p0_eta1p5,6.777940304505893
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,2.0,0p7,,557.4661628690952,169,ssp3_rcp60,ramsey_prtp2p0_eta0p7,6.323401807087084
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,2.0,1p5,,419.49936545890006,169,ssp3_rcp60,ramsey_prtp2p0_eta1p5,6.039062013293244
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,,,3.0,404.6097188193902,169,ssp3_rcp60,fixed_dr3p0,6.00292294525432
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp60,,,5.0,160.2557261533915,169,ssp3_rcp60,fixed_dr5p0,5.076770827788852
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,1.0,0p7,,1149.3480274431226,169,ssp3_rcp85,ramsey_prtp1p0_eta0p7,7.046950127932057
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,1.0,1p5,,1085.9387858804673,169,ssp3_rcp85,ramsey_prtp1p0_eta1p5,6.990200132312653
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,2.0,0p7,,537.1720677813366,169,ssp3_rcp85,ramsey_prtp2p0_eta0p7,6.286318467357814
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,2.0,1p5,,490.1658400277325,169,ssp3_rcp85,ramsey_prtp2p0_eta1p5,6.194743782879906
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,,,3.0,342.2508124785097,169,ssp3_rcp85,fixed_dr3p0,5.835543838098567
bhm_richpoor_lr,bootstrap,expected,SSP3,rcp85,,,5.0,145.2583960134763,169,ssp3_rcp85,fixed_dr5p0,4.978514197940796
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,1.0,0p7,,1060.8972444681713,169,ssp4_rcp45,ramsey_prtp1p0_eta0p7,6.966870286108824
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,1.0,1p5,,609.8505262105339,169,ssp4_rcp45,ramsey_prtp1p0_eta1p5,6.4132138881412715
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,2.0,0p7,,522.9907138282568,169,ssp4_rcp45,ramsey_prtp2p0_eta0p7,6.259563708320783
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,2.0,1p5,,315.4830915883746,169,ssp4_rcp45,ramsey_prtp2p0_eta1p5,5.754105088115268
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,,,3.0,496.46432010109004,169,ssp4_rcp45,fixed_dr3p0,6.207511618065286
bhm_richpoor_lr,bootstrap,expected,SSP4,rcp45,,,5.0,191.62804212211637,169,ssp4_rcp45,fixed_dr5p0,5.255556212458615
