lam,r2_raw,r2_adj,r2_drop,structured_var_share,residual_var_share,raw_mean,raw_median,adj_mean,adj_median,adj_p95
0.001,0.23093669198962308,4.985795110101776e-10,0.23093669149104357,0.79399270550182,0.20599480721155655,676.160068469446,538.72807488551,539.2068322003262,503.7363925025967,955.5335788281585
0.01,0.2309284973739082,4.984259471818575e-08,0.23092844753131347,0.7938803468157786,0.20599481741060707,676.160068469446,538.72807488551,539.2062667417988,503.70650754408126,955.5328835093134
0.1,0.23086882809746756,4.963598971507999e-06,0.23086386449849605,0.7927595005546667,0.20599583041092004,676.160068469446,538.72807488551,539.2007609455117,503.7130923865196,955.5246976295324
1.0,0.23217036641963917,0.00044280574979316256,0.231727560669846,0.781812737056167,0.2060910180019756,676.160068469446,538.72807488551,539.1597712212207,505.45949277899234,959.62373821459
10.0,0.3029710674245818,0.006346624803226231,0.29662444262135557,0.6916111538145487,0.21246653571925941,676.160068469446,538.72807488551,539.7153620198459,512.078127852091,956.3436449753282
100.0,0.5264179251718164,0.1732270321895979,0.3531908929822185,0.33588718355227337,0.33696216261223283,676.160068469446,538.72807488551,559.5728908339255,506.72184058143966,1015.9417751313533
1000.0,0.23471674647405738,0.2002659773365948,0.03445076913746259,0.026396814685324115,0.7589016647337561,676.160068469446,538.72807488551,633.0091065346511,518.6258888020917,1621.3339364251383
